Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
2,1711296425710,24/03/2024 16:07:05,1711300025710,1,24/03/2024 18:07:05,143587,32,questionnaire-qeou,,36393511,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,WELCOME,5,ASRT,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1711296425711,24/03/2024 16:07:05,1711300025711,1,24/03/2024 18:07:05,143587,32,questionnaire-qeou,,36393511,crar9,9856432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x800,1280x665,,,0,WELCOME,5,ASRT,,,,,5,,END,,,,,
1,1711369898957,25/03/2024 12:31:38,1711373498957,1,25/03/2024 14:31:38,143587,32,questionnaire-qeou,,36412522,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,WELCOME,5,ASRT,,,,,5,,BEGIN,,,,,
2,1711369916281,25/03/2024 12:31:56,1711373516281,1,25/03/2024 14:31:56,143587,32,questionnaire-qeou,,36412522,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,WELCOME,5,ASRT,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1711369916287,25/03/2024 12:31:56,1711373516287,1,25/03/2024 14:31:56,143587,32,questionnaire-qeou,,36412522,exdq7,9856556,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1512x982,1464x857,,,0,WELCOME,5,ASRT,,,,,5,,END,,,,,
1,1712239247559,04/04/2024 14:00:47,1712246447559,2,04/04/2024 18:00:47,143587,32,questionnaire-qeou,,36740210,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,WELCOME,5,Stroop ,,,,,5,,BEGIN,,,,,
2,1712239286762,04/04/2024 14:01:26,1712246486762,2,04/04/2024 18:01:26,143587,32,questionnaire-qeou,,36740210,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,WELCOME,5,Stroop ,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1712239286766,04/04/2024 14:01:26,1712246486766,2,04/04/2024 18:01:26,143587,32,questionnaire-qeou,,36740210,qgsl9,9856554,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x585,,,0,WELCOME,5,Stroop ,,,,,5,,END,,,,,
1,1712515870961,07/04/2024 18:51:10,1712523070961,2,07/04/2024 22:51:10,143587,32,questionnaire-qeou,,36815978,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x945,,,0,WELCOME,5,DGS,,,,,5,,BEGIN,,,,,
2,1712515898505,07/04/2024 18:51:38,1712523098505,2,07/04/2024 22:51:38,143587,32,questionnaire-qeou,,36815978,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,0,WELCOME,5,DGS,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1712515898506,07/04/2024 18:51:38,1712523098506,2,07/04/2024 22:51:38,143587,32,questionnaire-qeou,,36815978,hcqa8,9856430,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x1080,,,0,WELCOME,5,DGS,,,,,5,,END,,,,,
1,1713117519268,14/04/2024 17:58:39,1713124719268,2,14/04/2024 21:58:39,143587,32,questionnaire-qeou,,37010227,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,WELCOME,5,DGS,,,,,5,,BEGIN,,,,,
2,1713117552228,14/04/2024 17:59:12,1713124752228,2,14/04/2024 21:59:12,143587,32,questionnaire-qeou,,37010227,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,WELCOME,5,DGS,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1713117552231,14/04/2024 17:59:12,1713124752231,2,14/04/2024 21:59:12,143587,32,questionnaire-qeou,,37010227,finc3,9856553,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,2560x1440,2560x1305,,,0,WELCOME,5,DGS,,,,,5,,END,,,,,
1,1713365226654,17/04/2024 14:47:06,1713372426654,2,17/04/2024 18:47:06,143587,32,questionnaire-qeou,,37092315,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,WELCOME,5,Stroop ,,,,,5,,BEGIN,,,,,
2,1713365252519,17/04/2024 14:47:32,1713372452519,2,17/04/2024 18:47:32,143587,32,questionnaire-qeou,,37092315,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,WELCOME,5,Stroop ,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1713365252521,17/04/2024 14:47:32,1713372452521,2,17/04/2024 18:47:32,143587,32,questionnaire-qeou,,37092315,fqrf6,9856434,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 124.0,1696x954,1696x810,,,0,WELCOME,5,Stroop ,,,,,5,,END,,,,,
1,1713373040078,17/04/2024 16:57:20,1713380240078,2,17/04/2024 20:57:20,143587,32,questionnaire-qeou,,37096635,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,WELCOME,5,ASRT,,,,,5,,BEGIN,,,,,
2,1713373075050,17/04/2024 16:57:55,1713380275050,2,17/04/2024 20:57:55,143587,32,questionnaire-qeou,,37096635,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,WELCOME,5,ASRT,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1713373075052,17/04/2024 16:57:55,1713380275052,2,17/04/2024 20:57:55,143587,32,questionnaire-qeou,,37096635,rvax5,9856438,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1920x1080,1920x963,,,0,WELCOME,5,ASRT,,,,,5,,END,,,,,
1,1714455875276,30/04/2024 05:44:35,1714463075276,2,30/04/2024 09:44:35,143587,32,questionnaire-qeou,,37345588,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,WELCOME,5,Stroop ,,,,,5,,BEGIN,,,,,
2,1714455980574,30/04/2024 05:46:20,1714463180574,2,30/04/2024 09:46:20,143587,32,questionnaire-qeou,,37345588,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,WELCOME,5,Stroop ,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1714455980578,30/04/2024 05:46:20,1714463180578,2,30/04/2024 09:46:20,143587,32,questionnaire-qeou,,37345588,ezje7,9856552,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x854,1280x685,,,0,WELCOME,5,Stroop ,,,,,5,,END,,,,,
1,1714668787194,02/05/2024 16:53:07,1714675987194,2,02/05/2024 20:53:07,143587,32,questionnaire-qeou,,37417462,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,WELCOME,5,ASRT,,,,,5,,BEGIN,,,,,
2,1714668832878,02/05/2024 16:53:52,1714676032878,2,02/05/2024 20:53:52,143587,32,questionnaire-qeou,,37417462,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,WELCOME,5,ASRT,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1714668832885,02/05/2024 16:53:52,1714676032885,2,02/05/2024 20:53:52,143587,32,questionnaire-qeou,,37417462,gxac7,9856437,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 124.0.0.0,1440x900,1440x813,,,0,WELCOME,5,ASRT,,,,,5,,END,,,,,
1,1718130413587,11/06/2024 18:26:53,1718137613587,2,11/06/2024 22:26:53,143587,32,questionnaire-qeou,,38190312,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,WELCOME,5,DGS,,,,,info,,BEGIN,,,,,
2,1718130431483,11/06/2024 18:27:11,1718137631483,2,11/06/2024 22:27:11,143587,32,questionnaire-qeou,,38190312,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,WELCOME,5,DGS,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1718130431486,11/06/2024 18:27:11,1718137631486,2,11/06/2024 22:27:11,143587,32,questionnaire-qeou,,38190312,ltsl3,9856440,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x800,1280x665,,,0,WELCOME,5,DGS,,,,,info,,END,,,,,
1,1718196255186,12/06/2024 12:44:15,1718203455186,2,12/06/2024 16:44:15,143587,32,questionnaire-qeou,,38204928,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,WELCOME,5,Stroop ,,,,,info,,BEGIN,,,,,
2,1718196274334,12/06/2024 12:44:34,1718203474334,2,12/06/2024 16:44:34,143587,32,questionnaire-qeou,,38204928,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,WELCOME,5,Stroop ,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1718196274336,12/06/2024 12:44:34,1718203474336,2,12/06/2024 16:44:34,143587,32,questionnaire-qeou,,38204928,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,WELCOME,5,Stroop ,,,,,info,,END,,,,,
4,1718196274581,12/06/2024 12:44:34,1718203474581,2,12/06/2024 16:44:34,143587,32,questionnaire-qeou,,38204928,ksjo8,9856439,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x559,,,0,WELCOME,5,Stroop ,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
1,1718360622526,14/06/2024 10:23:42,1718367822526,2,14/06/2024 14:23:42,143587,32,questionnaire-qeou,,38250437,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,WELCOME,5,ASRT,,,,,info,,BEGIN,,,,,
2,1718360652497,14/06/2024 10:24:12,1718367852497,2,14/06/2024 14:24:12,143587,32,questionnaire-qeou,,38250437,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,WELCOME,5,ASRT,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1718360652498,14/06/2024 10:24:12,1718367852498,2,14/06/2024 14:24:12,143587,32,questionnaire-qeou,,38250437,zuwa4,9856441,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,2195x1235,2195x1074,,,0,WELCOME,5,ASRT,,,,,info,,END,,,,,
1,1720044042899,03/07/2024 22:00:42,1720051242899,2,04/07/2024 02:00:42,143587,32,questionnaire-qeou,,38740388,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,WELCOME,5,DGS,,,,,info,,BEGIN,,,,,
2,1720044066665,03/07/2024 22:01:06,1720051266665,2,04/07/2024 02:01:06,143587,32,questionnaire-qeou,,38740388,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,WELCOME,5,DGS,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1720044066666,03/07/2024 22:01:06,1720051266666,2,04/07/2024 02:01:06,143587,32,questionnaire-qeou,,38740388,ztwr3,9856443,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x720,1280x593,,,0,WELCOME,5,DGS,,,,,info,,END,,,,,
1,1722205546820,28/07/2024 22:25:46,1722212746820,2,29/07/2024 02:25:46,143587,32,questionnaire-qeou,,39246799,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,WELCOME,5,ASRT,,,,,info,,BEGIN,,,,,
2,1722205584022,28/07/2024 22:26:24,1722212784022,2,29/07/2024 02:26:24,143587,32,questionnaire-qeou,,39246799,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,WELCOME,5,ASRT,Page 1,h7jt8s,1,,continue,,,,,screen,0,screen
3,1722205584023,28/07/2024 22:26:24,1722212784023,2,29/07/2024 02:26:24,143587,32,questionnaire-qeou,,39246799,wjob1,9856444,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x911,,,0,WELCOME,5,ASRT,,,,,info,,END,,,,,
END OF FILE
