"Participant_ID","Participant_number","Pseudolanguage_version","Codeswitching_average","L1_Proficiency_Score","L2_Proficiency_Score","Multilingual_Language_Diversity_Score","total_correct.x","listLength","total_correct.y","omissions","intrusions","repetitions","incongruent","congruent","difference_reaction_time","p_or_r","e1_H","e1_X","e2_H","e2_X","e3_H","e3_X","e4_H","e4_X","e5_H","e5_X","e1_L","e1_R","e1_T","e2_L","e2_R","e2_T","e3_L","e3_R","e3_T","e4_L","e4_R","e4_T","e5_L","e5_R","e5_T","eNA_NA","eNA_L","e1_TL","e2_TL","e3_TL","e4_TL","e5_TL"
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,NA,0,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"P",314.199999988079,295.099999964237,315.299999952316,328.950000017881,307.950000017881,355.75,303.900000035763,309.299999952316,309.600000023842,358.099999964237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.199999988079,-315.299999952316,-307.950000017881,-303.900000035763,-309.600000023842
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,NA,0,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"R",291.300000011921,300.40000000596,306.899999976158,492,307.400000035763,567.099999964237,325.000000029802,444.25,306.299999952316,495.800000011921,313.5,295.5,295.75,329.800000011921,286.800000011921,323.050000011921,332,304.350000023842,327.199999988079,314.600000023842,299.900000035763,318.300000011921,316.699999988079,288.90000000596,326.40000000596,0,0,22.1999999880791,22.9000000357628,24.5999999642372,-10.4000000059605,10.4000000357628
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,5,7,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"R",291.300000011921,300.40000000596,306.899999976158,492,307.400000035763,567.099999964237,325.000000029802,444.25,306.299999952316,495.800000011921,313.5,295.5,295.75,329.800000011921,286.800000011921,323.050000011921,332,304.350000023842,327.199999988079,314.600000023842,299.900000035763,318.300000011921,316.699999988079,288.90000000596,326.40000000596,0,0,22.1999999880791,22.9000000357628,24.5999999642372,-10.4000000059605,10.4000000357628
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,3,5,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"R",291.300000011921,300.40000000596,306.899999976158,492,307.400000035763,567.099999964237,325.000000029802,444.25,306.299999952316,495.800000011921,313.5,295.5,295.75,329.800000011921,286.800000011921,323.050000011921,332,304.350000023842,327.199999988079,314.600000023842,299.900000035763,318.300000011921,316.699999988079,288.90000000596,326.40000000596,0,0,22.1999999880791,22.9000000357628,24.5999999642372,-10.4000000059605,10.4000000357628
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,6,6,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"R",291.300000011921,300.40000000596,306.899999976158,492,307.400000035763,567.099999964237,325.000000029802,444.25,306.299999952316,495.800000011921,313.5,295.5,295.75,329.800000011921,286.800000011921,323.050000011921,332,304.350000023842,327.199999988079,314.600000023842,299.900000035763,318.300000011921,316.699999988079,288.90000000596,326.40000000596,0,0,22.1999999880791,22.9000000357628,24.5999999642372,-10.4000000059605,10.4000000357628
"rvax5",16,"Mini-Norwegian",3.5,"1","1","1.43",29,6,6,2,552,NA,668.239344258777,530.677777778219,-137.561566480558,"P",314.199999988079,295.099999964237,315.299999952316,328.950000017881,307.950000017881,355.75,303.900000035763,309.299999952316,309.600000023842,358.099999964237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-314.199999988079,-315.299999952316,-307.950000017881,-303.900000035763,-309.600000023842
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,4,7,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"R",345.899999976158,323.5,325.300000071526,480.750000059605,330.349999964237,478.150000035763,331.699999988079,530,345.100000023842,595.550000011921,350.149999976158,319.149999976158,352.900000035763,337.449999988079,316.450000047684,352.300000071526,340,305.849999964237,335.750000059605,351.900000035763,338.400000035763,356.150000035763,350.199999928474,313.649999976158,356.200000047684,0,0,4.25,12.1499999165535,9.65000003576279,20.2000000476837,5.09999990463257
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,3,7,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"P",345,330.600000023842,330.550000011921,337.100000023842,334.099999964237,310.399999976158,344.550000011921,321,341.600000023842,347.699999928474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-330.550000011921,-334.099999964237,-344.550000011921,-341.600000023842
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,4,7,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"P",345,330.600000023842,330.550000011921,337.100000023842,334.099999964237,310.399999976158,344.550000011921,321,341.600000023842,347.699999928474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-330.550000011921,-334.099999964237,-344.550000011921,-341.600000023842
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,6,5,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"R",345.899999976158,323.5,325.300000071526,480.750000059605,330.349999964237,478.150000035763,331.699999988079,530,345.100000023842,595.550000011921,350.149999976158,319.149999976158,352.900000035763,337.449999988079,316.450000047684,352.300000071526,340,305.849999964237,335.750000059605,351.900000035763,338.400000035763,356.150000035763,350.199999928474,313.649999976158,356.200000047684,0,0,4.25,12.1499999165535,9.65000003576279,20.2000000476837,5.09999990463257
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,7,0,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"P",345,330.600000023842,330.550000011921,337.100000023842,334.099999964237,310.399999976158,344.550000011921,321,341.600000023842,347.699999928474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-330.550000011921,-334.099999964237,-344.550000011921,-341.600000023842
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,7,0,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"R",345.899999976158,323.5,325.300000071526,480.750000059605,330.349999964237,478.150000035763,331.699999988079,530,345.100000023842,595.550000011921,350.149999976158,319.149999976158,352.900000035763,337.449999988079,316.450000047684,352.300000071526,340,305.849999964237,335.750000059605,351.900000035763,338.400000035763,356.150000035763,350.199999928474,313.649999976158,356.200000047684,0,0,4.25,12.1499999165535,9.65000003576279,20.2000000476837,5.09999990463257
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,8,1,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"P",345,330.600000023842,330.550000011921,337.100000023842,334.099999964237,310.399999976158,344.550000011921,321,341.600000023842,347.699999928474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-330.550000011921,-334.099999964237,-344.550000011921,-341.600000023842
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,8,1,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"R",345.899999976158,323.5,325.300000071526,480.750000059605,330.349999964237,478.150000035763,331.699999988079,530,345.100000023842,595.550000011921,350.149999976158,319.149999976158,352.900000035763,337.449999988079,316.450000047684,352.300000071526,340,305.849999964237,335.750000059605,351.900000035763,338.400000035763,356.150000035763,350.199999928474,313.649999976158,356.200000047684,0,0,4.25,12.1499999165535,9.65000003576279,20.2000000476837,5.09999990463257
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,NA,0,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"P",345,330.600000023842,330.550000011921,337.100000023842,334.099999964237,310.399999976158,344.550000011921,321,341.600000023842,347.699999928474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-330.550000011921,-334.099999964237,-344.550000011921,-341.600000023842
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,NA,0,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"R",345.899999976158,323.5,325.300000071526,480.750000059605,330.349999964237,478.150000035763,331.699999988079,530,345.100000023842,595.550000011921,350.149999976158,319.149999976158,352.900000035763,337.449999988079,316.450000047684,352.300000071526,340,305.849999964237,335.750000059605,351.900000035763,338.400000035763,356.150000035763,350.199999928474,313.649999976158,356.200000047684,0,0,4.25,12.1499999165535,9.65000003576279,20.2000000476837,5.09999990463257
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,3,7,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"R",345.899999976158,323.5,325.300000071526,480.750000059605,330.349999964237,478.150000035763,331.699999988079,530,345.100000023842,595.550000011921,350.149999976158,319.149999976158,352.900000035763,337.449999988079,316.450000047684,352.300000071526,340,305.849999964237,335.750000059605,351.900000035763,338.400000035763,356.150000035763,350.199999928474,313.649999976158,356.200000047684,0,0,4.25,12.1499999165535,9.65000003576279,20.2000000476837,5.09999990463257
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,5,8,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"R",345.899999976158,323.5,325.300000071526,480.750000059605,330.349999964237,478.150000035763,331.699999988079,530,345.100000023842,595.550000011921,350.149999976158,319.149999976158,352.900000035763,337.449999988079,316.450000047684,352.300000071526,340,305.849999964237,335.750000059605,351.900000035763,338.400000035763,356.150000035763,350.199999928474,313.649999976158,356.200000047684,0,0,4.25,12.1499999165535,9.65000003576279,20.2000000476837,5.09999990463257
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,6,5,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"P",345,330.600000023842,330.550000011921,337.100000023842,334.099999964237,310.399999976158,344.550000011921,321,341.600000023842,347.699999928474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-330.550000011921,-334.099999964237,-344.550000011921,-341.600000023842
"uyxx3",11,"Mini-English",1.5,"1","1","1.25",28,5,8,2,553,NA,750.68196721546,656.748148136669,-93.9338190787911,"P",345,330.600000023842,330.550000011921,337.100000023842,334.099999964237,310.399999976158,344.550000011921,321,341.600000023842,347.699999928474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-345,-330.550000011921,-334.099999964237,-344.550000011921,-341.600000023842
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,4,7,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"P",331.800000190735,323.300000190735,319.249999761581,256,334.599999904633,290.300000190735,328.099999904633,318.199999809265,321.100000143051,353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.800000190735,-319.249999761581,-334.599999904633,-328.099999904633,-321.100000143051
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,3,7,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"P",331.800000190735,323.300000190735,319.249999761581,256,334.599999904633,290.300000190735,328.099999904633,318.199999809265,321.100000143051,353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.800000190735,-319.249999761581,-334.599999904633,-328.099999904633,-321.100000143051
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,3,7,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"R",333.450000047684,342.199999809265,332.899999856949,512.400000095367,323.599999904633,523.099999904633,314.5,525.5,296.099999904633,581.5,336.60000038147,302.60000038147,354.799999713898,336.199999809265,319.25,335.549999713898,349.5,336.699999809265,347.5,332.199999809265,291.100000143051,326.400000095367,330.049999713898,312.299999713898,317.400000095367,0,0,3.15000033378601,3.29999995231628,25.9000000953674,17.6999998092651,33.9499998092651
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,6,6,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"P",331.800000190735,323.300000190735,319.249999761581,256,334.599999904633,290.300000190735,328.099999904633,318.199999809265,321.100000143051,353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.800000190735,-319.249999761581,-334.599999904633,-328.099999904633,-321.100000143051
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,6,6,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"R",333.450000047684,342.199999809265,332.899999856949,512.400000095367,323.599999904633,523.099999904633,314.5,525.5,296.099999904633,581.5,336.60000038147,302.60000038147,354.799999713898,336.199999809265,319.25,335.549999713898,349.5,336.699999809265,347.5,332.199999809265,291.100000143051,326.400000095367,330.049999713898,312.299999713898,317.400000095367,0,0,3.15000033378601,3.29999995231628,25.9000000953674,17.6999998092651,33.9499998092651
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,7,8,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"P",331.800000190735,323.300000190735,319.249999761581,256,334.599999904633,290.300000190735,328.099999904633,318.199999809265,321.100000143051,353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.800000190735,-319.249999761581,-334.599999904633,-328.099999904633,-321.100000143051
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,7,8,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"R",333.450000047684,342.199999809265,332.899999856949,512.400000095367,323.599999904633,523.099999904633,314.5,525.5,296.099999904633,581.5,336.60000038147,302.60000038147,354.799999713898,336.199999809265,319.25,335.549999713898,349.5,336.699999809265,347.5,332.199999809265,291.100000143051,326.400000095367,330.049999713898,312.299999713898,317.400000095367,0,0,3.15000033378601,3.29999995231628,25.9000000953674,17.6999998092651,33.9499998092651
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,8,7,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"P",331.800000190735,323.300000190735,319.249999761581,256,334.599999904633,290.300000190735,328.099999904633,318.199999809265,321.100000143051,353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.800000190735,-319.249999761581,-334.599999904633,-328.099999904633,-321.100000143051
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,8,7,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"R",333.450000047684,342.199999809265,332.899999856949,512.400000095367,323.599999904633,523.099999904633,314.5,525.5,296.099999904633,581.5,336.60000038147,302.60000038147,354.799999713898,336.199999809265,319.25,335.549999713898,349.5,336.699999809265,347.5,332.199999809265,291.100000143051,326.400000095367,330.049999713898,312.299999713898,317.400000095367,0,0,3.15000033378601,3.29999995231628,25.9000000953674,17.6999998092651,33.9499998092651
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,NA,0,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"P",331.800000190735,323.300000190735,319.249999761581,256,334.599999904633,290.300000190735,328.099999904633,318.199999809265,321.100000143051,353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.800000190735,-319.249999761581,-334.599999904633,-328.099999904633,-321.100000143051
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,NA,0,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"R",333.450000047684,342.199999809265,332.899999856949,512.400000095367,323.599999904633,523.099999904633,314.5,525.5,296.099999904633,581.5,336.60000038147,302.60000038147,354.799999713898,336.199999809265,319.25,335.549999713898,349.5,336.699999809265,347.5,332.199999809265,291.100000143051,326.400000095367,330.049999713898,312.299999713898,317.400000095367,0,0,3.15000033378601,3.29999995231628,25.9000000953674,17.6999998092651,33.9499998092651
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,5,8,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"R",333.450000047684,342.199999809265,332.899999856949,512.400000095367,323.599999904633,523.099999904633,314.5,525.5,296.099999904633,581.5,336.60000038147,302.60000038147,354.799999713898,336.199999809265,319.25,335.549999713898,349.5,336.699999809265,347.5,332.199999809265,291.100000143051,326.400000095367,330.049999713898,312.299999713898,317.400000095367,0,0,3.15000033378601,3.29999995231628,25.9000000953674,17.6999998092651,33.9499998092651
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,4,7,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"R",333.450000047684,342.199999809265,332.899999856949,512.400000095367,323.599999904633,523.099999904633,314.5,525.5,296.099999904633,581.5,336.60000038147,302.60000038147,354.799999713898,336.199999809265,319.25,335.549999713898,349.5,336.699999809265,347.5,332.199999809265,291.100000143051,326.400000095367,330.049999713898,312.299999713898,317.400000095367,0,0,3.15000033378601,3.29999995231628,25.9000000953674,17.6999998092651,33.9499998092651
"wjob1",22,"Mini-Norwegian",0,"0.89","0.71","1.8",43,5,8,2,538,NA,608.355737670523,581.570370400393,-26.7853672701298,"P",331.800000190735,323.300000190735,319.249999761581,256,334.599999904633,290.300000190735,328.099999904633,318.199999809265,321.100000143051,353.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.800000190735,-319.249999761581,-334.599999904633,-328.099999904633,-321.100000143051
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,3,7,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"R",331.59999999404,335.399999976158,318.75,591.59999999404,312.549999982119,501.199999988079,339.700000047684,461.399999976158,326.899999976158,577.699999988079,334.699999988079,286.899999976158,329.949999988079,334.899999976158,303.699999988079,349.400000035763,335.100000023842,341.249999970198,345.549999982119,337.900000035763,302.599999964237,332.550000011921,343.399999976158,308,332.5,0,0,3.09999999403954,16.1499999761581,22.5500000417233,-1.80000001192093,16.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,3,7,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"P",332.699999988079,308.699999988079,327,358.09999999404,329.90000000596,296.5,327.399999976158,314.700000017881,323.5,298.699999988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.699999988079,-327,-329.90000000596,-327.399999976158,-323.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,5,8,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"R",331.59999999404,335.399999976158,318.75,591.59999999404,312.549999982119,501.199999988079,339.700000047684,461.399999976158,326.899999976158,577.699999988079,334.699999988079,286.899999976158,329.949999988079,334.899999976158,303.699999988079,349.400000035763,335.100000023842,341.249999970198,345.549999982119,337.900000035763,302.599999964237,332.550000011921,343.399999976158,308,332.5,0,0,3.09999999403954,16.1499999761581,22.5500000417233,-1.80000001192093,16.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,6,6,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"P",332.699999988079,308.699999988079,327,358.09999999404,329.90000000596,296.5,327.399999976158,314.700000017881,323.5,298.699999988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.699999988079,-327,-329.90000000596,-327.399999976158,-323.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,6,6,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"R",331.59999999404,335.399999976158,318.75,591.59999999404,312.549999982119,501.199999988079,339.700000047684,461.399999976158,326.899999976158,577.699999988079,334.699999988079,286.899999976158,329.949999988079,334.899999976158,303.699999988079,349.400000035763,335.100000023842,341.249999970198,345.549999982119,337.900000035763,302.599999964237,332.550000011921,343.399999976158,308,332.5,0,0,3.09999999403954,16.1499999761581,22.5500000417233,-1.80000001192093,16.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,7,3,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"P",332.699999988079,308.699999988079,327,358.09999999404,329.90000000596,296.5,327.399999976158,314.700000017881,323.5,298.699999988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.699999988079,-327,-329.90000000596,-327.399999976158,-323.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,7,3,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"R",331.59999999404,335.399999976158,318.75,591.59999999404,312.549999982119,501.199999988079,339.700000047684,461.399999976158,326.899999976158,577.699999988079,334.699999988079,286.899999976158,329.949999988079,334.899999976158,303.699999988079,349.400000035763,335.100000023842,341.249999970198,345.549999982119,337.900000035763,302.599999964237,332.550000011921,343.399999976158,308,332.5,0,0,3.09999999403954,16.1499999761581,22.5500000417233,-1.80000001192093,16.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,8,0,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"P",332.699999988079,308.699999988079,327,358.09999999404,329.90000000596,296.5,327.399999976158,314.700000017881,323.5,298.699999988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.699999988079,-327,-329.90000000596,-327.399999976158,-323.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,8,0,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"R",331.59999999404,335.399999976158,318.75,591.59999999404,312.549999982119,501.199999988079,339.700000047684,461.399999976158,326.899999976158,577.699999988079,334.699999988079,286.899999976158,329.949999988079,334.899999976158,303.699999988079,349.400000035763,335.100000023842,341.249999970198,345.549999982119,337.900000035763,302.599999964237,332.550000011921,343.399999976158,308,332.5,0,0,3.09999999403954,16.1499999761581,22.5500000417233,-1.80000001192093,16.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,NA,0,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"P",332.699999988079,308.699999988079,327,358.09999999404,329.90000000596,296.5,327.399999976158,314.700000017881,323.5,298.699999988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.699999988079,-327,-329.90000000596,-327.399999976158,-323.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,NA,0,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"R",331.59999999404,335.399999976158,318.75,591.59999999404,312.549999982119,501.199999988079,339.700000047684,461.399999976158,326.899999976158,577.699999988079,334.699999988079,286.899999976158,329.949999988079,334.899999976158,303.699999988079,349.400000035763,335.100000023842,341.249999970198,345.549999982119,337.900000035763,302.599999964237,332.550000011921,343.399999976158,308,332.5,0,0,3.09999999403954,16.1499999761581,22.5500000417233,-1.80000001192093,16.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,5,8,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"P",332.699999988079,308.699999988079,327,358.09999999404,329.90000000596,296.5,327.399999976158,314.700000017881,323.5,298.699999988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.699999988079,-327,-329.90000000596,-327.399999976158,-323.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,4,8,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"P",332.699999988079,308.699999988079,327,358.09999999404,329.90000000596,296.5,327.399999976158,314.700000017881,323.5,298.699999988079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-332.699999988079,-327,-329.90000000596,-327.399999976158,-323.5
"xqls8",3,"Mini-English",1.75,"1","0.86","1.22",32,4,8,2,555,NA,756.277049188731,694.909259259701,-61.3677899290303,"R",331.59999999404,335.399999976158,318.75,591.59999999404,312.549999982119,501.199999988079,339.700000047684,461.399999976158,326.899999976158,577.699999988079,334.699999988079,286.899999976158,329.949999988079,334.899999976158,303.699999988079,349.400000035763,335.100000023842,341.249999970198,345.549999982119,337.900000035763,302.599999964237,332.550000011921,343.399999976158,308,332.5,0,0,3.09999999403954,16.1499999761581,22.5500000417233,-1.80000001192093,16.5
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,3,7,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"R",331.799999999814,328.600000000093,333.65000000014,507.100000000093,350.09999999986,582.15000000014,332.550000000047,569.5,331.050000000047,498.699999999721,318.5,283.050000000047,336.850000000093,324.599999999627,291.600000000093,317.700000000186,332.300000000279,281.700000000186,330.799999999814,339.100000000093,296.25,347.59999999986,334.100000000093,318.900000000373,333.400000000373,0,0,-13.2999999998137,-9.05000000051223,-17.7999999995809,6.55000000004657,3.05000000004657
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,3,7,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"P",331.449999999953,298.900000000373,324.899999999907,332,334.900000000373,313.100000000093,341.300000000279,344.099999999627,329.700000000186,361.400000000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.449999999953,-324.899999999907,-334.900000000373,-341.300000000279,-329.700000000186
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,5,6,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"R",331.799999999814,328.600000000093,333.65000000014,507.100000000093,350.09999999986,582.15000000014,332.550000000047,569.5,331.050000000047,498.699999999721,318.5,283.050000000047,336.850000000093,324.599999999627,291.600000000093,317.700000000186,332.300000000279,281.700000000186,330.799999999814,339.100000000093,296.25,347.59999999986,334.100000000093,318.900000000373,333.400000000373,0,0,-13.2999999998137,-9.05000000051223,-17.7999999995809,6.55000000004657,3.05000000004657
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,6,3,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"P",331.449999999953,298.900000000373,324.899999999907,332,334.900000000373,313.100000000093,341.300000000279,344.099999999627,329.700000000186,361.400000000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.449999999953,-324.899999999907,-334.900000000373,-341.300000000279,-329.700000000186
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,6,3,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"R",331.799999999814,328.600000000093,333.65000000014,507.100000000093,350.09999999986,582.15000000014,332.550000000047,569.5,331.050000000047,498.699999999721,318.5,283.050000000047,336.850000000093,324.599999999627,291.600000000093,317.700000000186,332.300000000279,281.700000000186,330.799999999814,339.100000000093,296.25,347.59999999986,334.100000000093,318.900000000373,333.400000000373,0,0,-13.2999999998137,-9.05000000051223,-17.7999999995809,6.55000000004657,3.05000000004657
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,7,0,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"P",331.449999999953,298.900000000373,324.899999999907,332,334.900000000373,313.100000000093,341.300000000279,344.099999999627,329.700000000186,361.400000000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.449999999953,-324.899999999907,-334.900000000373,-341.300000000279,-329.700000000186
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,7,0,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"R",331.799999999814,328.600000000093,333.65000000014,507.100000000093,350.09999999986,582.15000000014,332.550000000047,569.5,331.050000000047,498.699999999721,318.5,283.050000000047,336.850000000093,324.599999999627,291.600000000093,317.700000000186,332.300000000279,281.700000000186,330.799999999814,339.100000000093,296.25,347.59999999986,334.100000000093,318.900000000373,333.400000000373,0,0,-13.2999999998137,-9.05000000051223,-17.7999999995809,6.55000000004657,3.05000000004657
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,8,0,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"P",331.449999999953,298.900000000373,324.899999999907,332,334.900000000373,313.100000000093,341.300000000279,344.099999999627,329.700000000186,361.400000000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-331.449999999953,-324.899999999907,-334.900000000373,-341.300000000279,-329.700000000186
"ztwr3",21,"Mini-English",1.75,"1","0.96","1",24,8,0,2,564,NA,844.555737704932,682.262962962953,-162.292774741978,"R",331.799999999814,328.600000000093,333.65000000014,507.100000000093,350.09999999986,582.15000000014,332.550000000047,569.5,331.050000000047,498.699999999721,318.5,283.050000000047,336.850000000093,324.599999999627,291.600000000093,317.700000000186,332.300000000279,281.700000000186,330.799999999814,339.100000000093,296.25,347.59999999986,334.100000000093,318.900000000373,333.400000000373,0,0,-13.2999999998137,-9.05000000051223,-17.7999999995809,6.55000000004657,3.05000000004657
