Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
11,1721124337918,"16/07/2024, 10:05:37",1721124335239,2,"16/07/2024, 12:05:35",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,1,Screen 1,fixation,fixation,499.40000000000146,,,,0,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
12,1721124338329,"16/07/2024, 10:05:38",1721124335666,2,"16/07/2024, 12:05:35",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,2,Screen 2,buttona,response_keyboard,418.9000000022352,,,yellow,1,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
13,1721124339139,"16/07/2024, 10:05:39",1721124336457,2,"16/07/2024, 12:05:36",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,,Practice Trials,GREENred.jpg,green,0,1
14,1721124339751,"16/07/2024, 10:05:39",1721124337075,2,"16/07/2024, 12:05:37",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,2,Screen 2,buttonb,response_keyboard,608.1000000014901,,,blue,1,,,,,,,,Practice Trials,GREENred.jpg,green,0,1
15,1721124340542,"16/07/2024, 10:05:40",1721124337857,2,"16/07/2024, 12:05:37",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,1,Screen 1,fixation,fixation,497.2000000000007,,,,0,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
16,1721124340893,"16/07/2024, 10:05:40",1721124338229,2,"16/07/2024, 12:05:38",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,2,Screen 2,buttona,response_keyboard,358.20000000298023,,,red,1,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
17,1721124341702,"16/07/2024, 10:05:41",1721124339025,2,"16/07/2024, 12:05:39",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1721124342261,"16/07/2024, 10:05:42",1721124339586,2,"16/07/2024, 12:05:39",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttonb,response_keyboard,550,,,green,1,,,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1721124343039,"16/07/2024, 10:05:43",1721124340375,2,"16/07/2024, 12:05:40",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,500.5,,,,0,,,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1721124343376,"16/07/2024, 10:05:43",1721124340685,2,"16/07/2024, 12:05:40",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttona,response_keyboard,301.5,,,yellow,1,,,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1721124344139,"16/07/2024, 10:05:44",1721124341474,2,"16/07/2024, 12:05:41",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1721124344556,"16/07/2024, 10:05:44",1721124341899,2,"16/07/2024, 12:05:41",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttona,response_keyboard,418,,,red,1,,,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1721124345366,"16/07/2024, 10:05:45",1721124342690,2,"16/07/2024, 12:05:42",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,499.7000000000007,,,,0,,,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1721124345790,"16/07/2024, 10:05:45",1721124343112,2,"16/07/2024, 12:05:43",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttonb,response_keyboard,412,,,blue,1,,,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
25,1721124346568,"16/07/2024, 10:05:46",1721124343908,2,"16/07/2024, 12:05:43",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,1,Screen 1,fixation,fixation,500.5,,,,0,,,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
26,1721124347037,"16/07/2024, 10:05:47",1721124344321,2,"16/07/2024, 12:05:44",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttona,response_keyboard,405.1000000014901,,,yellow,1,1,,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
27,1721124347787,"16/07/2024, 10:05:47",1721124345107,2,"16/07/2024, 12:05:45",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,1,Screen 1,fixation,fixation,499.8000000000029,,,,0,,,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
28,1721124349593,"16/07/2024, 10:05:49",1721124346917,2,"16/07/2024, 12:05:46",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,2,Screen 2,buttonb,response_keyboard,1801.9000000022352,,,green,1,,,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
29,1721124350402,"16/07/2024, 10:05:50",1721124347713,2,"16/07/2024, 12:05:47",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,1,Screen 1,fixation,fixation,500.09999999999854,,,,0,,,,,,,,Practice Trials,REDgreen.jpg,red,0,1
30,1721124350768,"16/07/2024, 10:05:50",1721124348089,2,"16/07/2024, 12:05:48",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,2,Screen 2,buttona,response_keyboard,365.5999999977648,,,red,1,1,,,,,,,Practice Trials,REDgreen.jpg,red,0,1
31,1721124351541,"16/07/2024, 10:05:51",1721124348875,2,"16/07/2024, 12:05:48",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,1,Screen 1,fixation,fixation,500,,,,0,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
32,1721124351906,"16/07/2024, 10:05:51",1721124349248,2,"16/07/2024, 12:05:49",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,2,Screen 2,buttona,response_keyboard,364.69999999925494,,,yellow,1,,,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
33,1721124356046,"16/07/2024, 10:05:56",1721124353366,2,"16/07/2024, 12:05:53",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,3815.60000000149,,,,0,,,,,,,,Score,,,,
34,1721124361854,"16/07/2024, 10:06:01",1721124359178,2,"16/07/2024, 12:05:59",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,5798,,,,0,,,,,,,,Ready.0,,,,
35,1721124362382,"16/07/2024, 10:06:02",1721124359675,2,"16/07/2024, 12:05:59",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,64,1,1,Screen 1,fixation,fixation,499.40000000000146,,,,0,,,,,,,1,Trials,REDblue.jpg,red,0,0
36,1721124362984,"16/07/2024, 10:06:02",1721124360316,2,"16/07/2024, 12:06:00",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,64,1,2,Screen 2,buttona,response_keyboard,631.5,,,red,1,1,,,,,,1,Trials,REDblue.jpg,red,0,0
37,1721124363470,"16/07/2024, 10:06:03",1721124360808,2,"16/07/2024, 12:06:00",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,40,2,1,Screen 1,fixation,fixation,499.3000000000029,,,,0,,,,,,,1,Trials,GREENred.jpg,green,0,0
38,1721124364697,"16/07/2024, 10:06:04",1721124362019,2,"16/07/2024, 12:06:02",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,40,2,2,Screen 2,buttonb,response_keyboard,1203.300000000745,,,green,1,1,,,,,,1,Trials,GREENred.jpg,green,0,0
39,1721124365170,"16/07/2024, 10:06:05",1721124362508,2,"16/07/2024, 12:06:02",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,106,3,1,Screen 1,fixation,fixation,499.59999999999854,,,,0,,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
40,1721124366904,"16/07/2024, 10:06:06",1721124364219,2,"16/07/2024, 12:06:04",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,106,3,2,Screen 2,buttonb,response_keyboard,1701.8999999985099,,,blue,1,1,,,,,,1,Trials,BLUEblue.jpg,blue,1,0
41,1721124367375,"16/07/2024, 10:06:07",1721124364708,2,"16/07/2024, 12:06:04",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,97,4,1,Screen 1,fixation,fixation,500.1999999999971,,,,0,,,,,,,1,Trials,REDred.jpg,red,1,0
42,1721124368753,"16/07/2024, 10:06:08",1721124366078,2,"16/07/2024, 12:06:06",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,97,4,2,Screen 2,buttona,response_keyboard,1361.300000000745,,,red,1,1,,,,,,1,Trials,REDred.jpg,red,1,0
43,1721124369232,"16/07/2024, 10:06:09",1721124366574,2,"16/07/2024, 12:06:06",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,75,5,1,Screen 1,fixation,fixation,499.90000000000146,,,,0,,,,,,,1,Trials,GREENgreen.jpg,green,1,0
44,1721124370840,"16/07/2024, 10:06:10",1721124368129,2,"16/07/2024, 12:06:08",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,75,5,2,Screen 2,buttonb,response_keyboard,1548.0999999977648,,,green,1,1,,,,,,1,Trials,GREENgreen.jpg,green,1,0
45,1721124371295,"16/07/2024, 10:06:11",1721124368627,2,"16/07/2024, 12:06:08",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,51,6,1,Screen 1,fixation,fixation,500.09999999999854,,,,0,,,,,,,1,Trials,BLUEgreen.jpg,blue,0,0
46,1721124371992,"16/07/2024, 10:06:11",1721124369324,2,"16/07/2024, 12:06:09",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,51,6,2,Screen 2,buttonb,response_keyboard,691.8000000007451,,,green,1,,,,,,,1,Trials,BLUEgreen.jpg,blue,0,0
47,1721124372489,"16/07/2024, 10:06:12",1721124369808,2,"16/07/2024, 12:06:09",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,7,1,Screen 1,fixation,fixation,500.1000000000058,,,,0,,,,,,,1,Trials,REDyellow.jpg,red,0,0
48,1721124373397,"16/07/2024, 10:06:13",1721124370727,2,"16/07/2024, 12:06:10",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,62,7,2,Screen 2,buttona,response_keyboard,910.8000000007451,,,red,1,1,,,,,,1,Trials,REDyellow.jpg,red,0,0
49,1721124373898,"16/07/2024, 10:06:13",1721124371225,2,"16/07/2024, 12:06:11",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,66,8,1,Screen 1,fixation,fixation,499.59999999999854,,,,0,,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
50,1721124375182,"16/07/2024, 10:06:15",1721124372527,2,"16/07/2024, 12:06:12",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,66,8,2,Screen 2,buttona,response_keyboard,1296.1000000014901,,,yellow,1,1,,,,,,1,Trials,YELLOWred.jpg,yellow,0,0
51,1721124375686,"16/07/2024, 10:06:15",1721124373009,2,"16/07/2024, 12:06:13",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,114,9,1,Screen 1,fixation,fixation,499.90000000000146,,,,0,,,,,,,1,Trials,BLUEyellow.jpg,yellow,0,0
52,1721124376228,"16/07/2024, 10:06:16",1721124373565,2,"16/07/2024, 12:06:13",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,114,9,2,Screen 2,buttonb,response_keyboard,548.5,,,blue,1,,,,,,,1,Trials,BLUEyellow.jpg,yellow,0,0
53,1721124376725,"16/07/2024, 10:06:16",1721124374059,2,"16/07/2024, 12:06:14",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,23,10,1,Screen 1,fixation,fixation,499.8000000000029,,,,0,,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
54,1721124377430,"16/07/2024, 10:06:17",1721124374765,2,"16/07/2024, 12:06:14",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,23,10,2,Screen 2,buttonb,response_keyboard,699.8000000007451,,,green,1,,,,,,,1,Trials,YELLOWgreen.jpg,yellow,0,0
55,1721124377939,"16/07/2024, 10:06:17",1721124375259,2,"16/07/2024, 12:06:15",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,35,11,1,Screen 1,fixation,fixation,500.6000000000058,,,,0,,,,,,,1,Trials,GREENblue.jpg,green,0,0
56,1721124379231,"16/07/2024, 10:06:19",1721124376569,2,"16/07/2024, 12:06:16",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,35,11,2,Screen 2,buttonb,response_keyboard,1303.8999999985099,,,green,1,1,,,,,,1,Trials,GREENblue.jpg,green,0,0
57,1721124379727,"16/07/2024, 10:06:19",1721124377058,2,"16/07/2024, 12:06:17",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,60,12,1,Screen 1,fixation,fixation,499.40000000000146,,,,0,,,,,,,1,Trials,REDblue.jpg,red,0,0
58,1721124380420,"16/07/2024, 10:06:20",1721124377754,2,"16/07/2024, 12:06:17",171473,3,task-l8uv,,38990782,ltsl3,10667481,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x800,1280x665,,Stroop Task,5,ASRT,spreadsheet_stroop_100,spreadsheet_stroop_100,60,12,2,Screen 2,buttona,response_keyboard,688.5,,,red,1,1,,,,,,1,Trials,REDblue.jpg,red,0,0
